"Age" "Educ" "Hours" "Sex" "TVHours" "Happy" "MEduc" "FEduc" "Marital" "Sibs" "Work" "Zodiac" "Income"
39 15 32 "Male" 2 "Very Happy" 12 13 "Married" 1 "Fulltime" "Virgo" 1e+05
56 18 60 "Male" 3 "Pretty Happy" 13 20 "Married" 7 "Fulltime" "Gemini" 55000
35 16 40 "Female" 3 "Very Happy" 14 16 "Married" 3 "Fulltime" "Cancer" 1e+05
39 20 6 "Male" 1 "Pretty Happy" 18 16 "Married" 4 "Parttime" "Taurus" 67500
47 11 40 "Female" 1 "Pretty Happy" 12 12 "Married" 4 "Fulltime" "Aries" 45000
37 12 60 "Male" 2 "Pretty Happy" 12 12 "Married" 2 "Fulltime" "Taurus" 67500
40 15 55 "Female" 3 "Pretty Happy" 16 12 "Married" 4 "Housekeeping" "Pisces" 110000
42 12 48 "Male" 5 "Not Too Happy" 12 12 "Never Married" 0 "Fulltime" "Virgo" 18750
43 12 10 "Female" 1 "Pretty Happy" 12 10 "Married" 2 "Parttime" "Aquarius" 110000
44 12 40 "Male" 3 "Pretty Happy" 12 12 "Divorced" 2 "Fulltime" "Libra" 32500
37 15 32 "Female" 2 "Pretty Happy" 15 16 "Married" 1 "Parttime" "Aquarius" 45000
51 12 48 "Female" 2 "Pretty Happy" 8 8 "Married" 3 "Housekeeping" "Aquarius" 45000
27 16 45 "Male" 3 "Very Happy" 14 16 "Married" 3 "Fulltime" "Sagittarius" 67500
58 12 40 "Male" 3 "Very Happy" 12 8 "Married" 1 "Fulltime" "Aquarius" 67500
52 12 37 "Female" 2 "Pretty Happy" 8 3 "Divorced" 6 "Fulltime" "Virgo" 27500
53 16 50 "Male" 3 "Pretty Happy" 12 10 "Separated" 3 "Fulltime" "Virgo" 45000
26 18 40 "Female" 2 "Pretty Happy" 16 12 "Married" 1 "Fulltime" "Cancer" 67500
30 12 50 "Female" 2 "Pretty Happy" 14 15 "Separated" 4 "Fulltime" "Aquarius" 27500
18 11 15 "Female" 3 "Pretty Happy" 14 12 "Never Married" 3 "Parttime" "Aquarius" 37500
25 14 40 "Male" 3 "Pretty Happy" 14 14 "Married" 3 "Fulltime" "Capricorn" 18750
37 11 40 "Female" 1 "Very Happy" 6 1 "Married" 8 "Fulltime" "Cancer" 45000
53 12 14 "Male" 4 "Pretty Happy" 7 6 "Married" 9 "Not Working" "Aquarius" 32500
44 11 48 "Male" 3 "Pretty Happy" 13 6 "Married" 3 "Fulltime" "Capricorn" 9000
39 16 40 "Female" 0 "Pretty Happy" 16 18 "Divorced" 1 "Fulltime" "Gemini" 32500
45 13 15 "Female" 2 "Pretty Happy" 13 12 "Married" 2 "Parttime" "Libra" 9000
61 15 61 "Male" 5 "Pretty Happy" 12 12 "Married" 1 "Retired" "Pisces" 67500
56 14 40 "Male" 3 "Pretty Happy" 10 12 "Married" 1 "Fulltime" "Scorpio" 37500
36 14 36 "Female" 3 "Pretty Happy" 14 8 "Separated" 2 "Fulltime" "Virgo" 32500
40 14 55 "Male" 3 "Pretty Happy" 2 6 "Never Married" 7 "Fulltime" "Sagittarius" 37500
40 20 40 "Male" 4 "Pretty Happy" 14 20 "Married" 1 "Fulltime" "Cancer" 110000
39 12 40 "Female" 0 "Very Happy" 12 10 "Divorced" 2 "Fulltime" "Scorpio" 13750
41 9 40 "Male" 4 "Pretty Happy" 0 0 "Married" 3 "Fulltime" "Taurus" 23750
59 15 50 "Male" 3 "Very Happy" 12 9 "Married" 3 "Fulltime" "Gemini" 82500
53 17 40 "Female" 2 "Very Happy" 12 12 "Married" 5 "Fulltime" "Taurus" 110000
42 16 8 "Female" 1 "Pretty Happy" 16 16 "Married" 3 "Parttime" "Scorpio" 110000
43 16 40 "Female" 3 "Pretty Happy" 14 14 "Divorced" 11 "Fulltime" "Taurus" 1e+05
30 16 40 "Female" 0 "Pretty Happy" 16 18 "Never Married" 1 "Fulltime" "Aries" 27500
36 15 40 "Female" 3 "Pretty Happy" 12 20 "Never Married" 5 "Fulltime" "Leo" 16250
32 16 50 "Female" 3 "Pretty Happy" 16 16 "Married" 1 "Fulltime" "Virgo" 21250
86 16 20 "Male" 5 "Pretty Happy" 14 15 "Married" 1 "Retired" "Gemini" 21250
50 15 40 "Female" 3 "Very Happy" 10 9 "Married" 1 "Fulltime" "Scorpio" 82500
51 20 80 "Male" 2 "Pretty Happy" 12 12 "Divorced" 3 "Fulltime" "Cancer" 45000
28 14 63 "Male" 1 "Pretty Happy" 8 11 "Never Married" 2 "Fulltime" "Virgo" 45000
24 14 44 "Male" 2 "Pretty Happy" 12 16 "Married" 2 "Fulltime" "Virgo" 45000
32 17 42 "Female" 1 "Pretty Happy" 13 18 "Married" 1 "Fulltime" "Cancer" 67500
25 16 35 "Female" 2 "Very Happy" 12 20 "Never Married" 4 "Fulltime" "Cancer" 18750
49 12 37 "Female" 4 "Pretty Happy" 12 11 "Divorced" 3 "Fulltime" "Libra" 27500
37 12 43 "Female" 2 "Pretty Happy" 12 12 "Married" 1 "Fulltime" "Leo" 67500
24 15 40 "Female" 3 "Pretty Happy" 12 12 "Never Married" 2 "Fulltime" "Scorpio" 13750
42 12 42 "Female" 2 "Pretty Happy" 8 5 "Married" 2 "Fulltime" "Sagittarius" 16250
40 16 45 "Male" 2 "Pretty Happy" 12 12 "Never Married" 4 "Fulltime" "Scorpio" 32500
45 14 40 "Female" 2 "Pretty Happy" 14 11 "Divorced" 9 "Fulltime" "Pisces" 32500
54 16 40 "Male" 2 "Very Happy" 12 12 "Divorced" 3 "Fulltime" "Scorpio" 37500
32 14 46 "Female" 2 "Pretty Happy" 12 14 "Married" 2 "Fulltime" "Pisces" 32500
29 15 36 "Female" 4 "Pretty Happy" 12 12 "Married" 2 "Parttime" "Sagittarius" 37500
31 13 23 "Male" 1 "Not Too Happy" 12 12 "Married" 1 "Laid Off" "Aries" 45000
77 11 64 "Female" 8 "Not Too Happy" 2 8 "Widowed" 2 "Retired" "Capricorn" 13750
36 20 15 "Male" 1 "Not Too Happy" 12 12 "Never Married" 1 "Parttime" "Capricorn" 16250
23 14 40 "Male" 0 "Pretty Happy" 16 12 "Never Married" 1 "Fulltime" "Scorpio" 13750
54 14 60 "Male" 2 "Very Happy" 12 12 "Widowed" 2 "Fulltime" "Virgo" 67500
43 14 40 "Female" 2 "Pretty Happy" 12 14 "Married" 1 "Fulltime" "Sagittarius" 1e+05
34 16 10 "Female" 3 "Not Too Happy" 16 16 "Widowed" 3 "Parttime" "Libra" 18750
47 12 40 "Female" 2 "Pretty Happy" 7 8 "Married" 6 "Fulltime" "Cancer" 55000
66 19 16 "Male" 3 "Pretty Happy" 8 8 "Married" 0 "Parttime" "Scorpio" 82500
40 12 44 "Female" 2 "Pretty Happy" 12 13 "Married" 2 "Housekeeping" "Scorpio" 110000
42 16 80 "Male" 3 "Pretty Happy" 12 8 "Married" 1 "Fulltime" "Virgo" 82500
37 16 45 "Male" 3 "Pretty Happy" 12 16 "Married" 3 "Fulltime" "Virgo" 55000
39 18 50 "Male" 1 "Very Happy" 14 11 "Never Married" 1 "Fulltime" "Scorpio" 45000
33 14 40 "Female" 3 "Pretty Happy" 14 14 "Divorced" 5 "Fulltime" "Leo" 23750
44 12 40 "Male" 4 "Pretty Happy" 12 6 "Never Married" 4 "Fulltime" "Leo" 18750
29 12 50 "Male" 2 "Not Too Happy" 12 12 "Never Married" 1 "Fulltime" "Capricorn" 23750
45 12 40 "Male" 4 "Not Too Happy" 16 14 "Never Married" 15 "Fulltime" "Pisces" 27500
48 14 46 "Male" 2 "Pretty Happy" 10 12 "Married" 6 "Fulltime" "Sagittarius" 1e+05
66 20 48 "Female" 1 "Very Happy" 12 16 "Never Married" 1 "Retired" "Libra" 55000
41 12 50 "Female" 4 "Not Too Happy" 12 12 "Married" 5 "Fulltime" "Leo" 32500
28 13 50 "Female" 1 "Pretty Happy" 12 14 "Widowed" 1 "Fulltime" "Aquarius" 32500
46 14 40 "Female" 3 "Pretty Happy" 14 12 "Never Married" 4 "Fulltime" "Capricorn" 67500
27 14 40 "Female" 1 "Very Happy" 12 11 "Married" 5 "Fulltime" "Aries" 82500
39 12 44 "Male" 6 "Very Happy" 12 12 "Married" 2 "Fulltime" "Gemini" 32500
60 13 60 "Female" 4 "Pretty Happy" 12 14 "Married" 1 "Housekeeping" "Virgo" 45000
29 12 42 "Male" 2 "Not Too Happy" 12 13 "Married" 3 "Fulltime" "Pisces" 37500
63 16 41 "Male" 2 "Pretty Happy" 12 14 "Divorced" 4 "Laid Off" "Virgo" 110000
47 13 44 "Female" 3 "Pretty Happy" 10 7 "Divorced" 11 "Fulltime" "Sagittarius" 13750
51 12 40 "Male" 3 "Pretty Happy" 8 8 "Separated" 3 "Fulltime" "Aquarius" 45000
52 12 40 "Female" 3 "Pretty Happy" 12 11 "Divorced" 2 "Fulltime" "Aquarius" 21250
25 16 85 "Female" 1 "Pretty Happy" 12 20 "Never Married" 1 "Fulltime" "Virgo" 32500
21 13 41 "Female" 2 "Pretty Happy" 12 14 "Never Married" 1 "Fulltime" "Pisces" 110000
60 8 60 "Male" 1 "Pretty Happy" 8 4 "Married" 3 "Fulltime" "Cancer" 45000
51 12 46 "Female" 2 "Pretty Happy" 12 11 "Divorced" 5 "Fulltime" "Sagittarius" 11542616
25 12 70 "Female" 2 "Pretty Happy" 12 9 "Never Married" 7 "Fulltime" "Capricorn" 45000
48 16 20 "Female" 2 "Pretty Happy" 12 8 "Married" 2 "Parttime" "Sagittarius" 1e+05
42 13 50 "Male" 3 "Very Happy" 12 16 "Married" 1 "Fulltime" "Taurus" 110000
42 16 45 "Male" 2 "Pretty Happy" 16 16 "Married" 2 "Fulltime" "Aries" 110000
49 20 45 "Female" 2 "Very Happy" 12 12 "Married" 3 "Fulltime" "Cancer" 110000
56 18 48 "Female" 4 "Not Too Happy" 12 8 "Divorced" 1 "Retired" "Libra" 45000
25 12 6 "Female" 14 "Not Too Happy" 12 12 "Never Married" 1 "Parttime" "Taurus" 500
70 12 57 "Female" 2 "Very Happy" 12 12 "Divorced" 3 "Retired" "Cancer" 6500
56 12 40 "Female" 2 "Pretty Happy" 12 11 "Divorced" 2 "Fulltime" "Capricorn" 23750
34 13 19 "Male" 0 "Not Too Happy" 16 16 "Never Married" 1 "Laid Off" "Leo" 13750
47 4 40 "Female" 2 "Pretty Happy" 2 2 "Divorced" 14 "Fulltime" "Libra" 23750
29 13 40 "Female" 2 "Pretty Happy" 15 12 "Married" 4 "Fulltime" "Capricorn" 67500
29 12 37 "Female" 3 "Pretty Happy" 15 15 "Never Married" 3 "Fulltime" "Gemini" 27500
47 12 40 "Male" 3 "Pretty Happy" 9 12 "Married" 6 "Fulltime" "Taurus" 55000
58 7 40 "Female" 4 "Not Too Happy" 6 5 "Never Married" 14 "Fulltime" "Libra" 21250
28 13 60 "Male" 2 "Very Happy" 14 12 "Married" 4 "Fulltime" "Cancer" 45000
44 16 49 "Male" 2 "Pretty Happy" 12 12 "Never Married" 2 "Fulltime" "Leo" 45000
39 12 57 "Male" 4 "Very Happy" 18 16 "Never Married" 2 "Fulltime" "Libra" 32500
46 12 32 "Female" 4 "Pretty Happy" 14 13 "Divorced" 1 "Fulltime" "Scorpio" 32500
26 13 40 "Female" 2 "Pretty Happy" 9 9 "Married" 3 "Fulltime" "Virgo" 55000
46 16 45 "Female" 2 "Pretty Happy" 18 20 "Married" 4 "Fulltime" "Sagittarius" 67500
26 13 55 "Male" 2 "Pretty Happy" 14 20 "Married" 2 "Fulltime" "Aries" 67500
53 14 40 "Female" 2 "Pretty Happy" 16 14 "Never Married" 6 "Fulltime" "Cancer" 55000
30 14 30 "Male" 3 "Pretty Happy" 10 11 "Married" 3 "Fulltime" "Aries" 45000
47 14 89 "Male" 2 "Very Happy" 13 12 "Never Married" 1 "Fulltime" "Virgo" 37500
24 16 60 "Female" 2 "Pretty Happy" 12 12 "Never Married" 2 "Fulltime" "Gemini" 32500
50 20 50 "Female" 4 "Pretty Happy" 12 16 "Divorced" 5 "Fulltime" "Leo" 55000
38 12 16 "Female" 3 "Pretty Happy" 11 12 "Never Married" 3 "Parttime" "Aries" 6185378
43 14 40 "Female" 3 "Pretty Happy" 12 8 "Never Married" 16 "Fulltime" "Leo" 21250
37 15 40 "Female" 3 "Pretty Happy" 8 8 "Separated" 2 "Fulltime" "Sagittarius" 11250
23 14 39 "Female" 2 "Very Happy" 17 15 "Never Married" 2 "Fulltime" "Gemini" 18750
44 13 35 "Female" 5 "Pretty Happy" 16 12 "Married" 4 "Fulltime" "Leo" 13750
25 12 40 "Female" 4 "Pretty Happy" 14 12 "Divorced" 3 "Fulltime" "Virgo" 18750
28 16 40 "Female" 2 "Pretty Happy" 14 10 "Married" 1 "Fulltime" "Libra" 45000
44 15 28 "Female" 1 "Pretty Happy" 10 8 "Married" 3 "Parttime" "Pisces" 23750
38 12 60 "Male" 2 "Pretty Happy" 12 10 "Never Married" 5 "Fulltime" "Capricorn" 67500
46 18 75 "Male" 1 "Pretty Happy" 16 12 "Married" 0 "Fulltime" "Pisces" 110000
79 18 33 "Female" 5 "Pretty Happy" 8 4 "Never Married" 3 "Housekeeping" "Leo" 16250
24 12 40 "Male" 2 "Pretty Happy" 12 20 "Married" 4 "Fulltime" "Virgo" 37500
34 12 40 "Female" 4 "Not Too Happy" 9 7 "Married" 15 "Fulltime" "Aries" 67500
37 15 60 "Male" 3 "Pretty Happy" 12 16 "Married" 2 "Fulltime" "Virgo" 67500
32 12 52 "Male" 3 "Pretty Happy" 11 6 "Married" 7 "Fulltime" "Scorpio" 45000
38 12 32 "Female" 3 "Not Too Happy" 10 14 "Divorced" 2 "Fulltime" "Leo" 23750
42 13 55 "Female" 1 "Very Happy" 10 9 "Married" 6 "Not Working" "Sagittarius" 21250
64 12 38 "Female" 4 "Very Happy" 12 12 "Widowed" 1 "Retired" "Capricorn" 27500
23 13 70 "Male" 2 "Pretty Happy" 18 15 "Married" 0 "Fulltime" "Libra" 27500
50 16 70 "Male" 4 "Not Too Happy" 19 19 "Divorced" 1 "Fulltime" "Pisces" 37500
81 16 35 "Female" 4 "Pretty Happy" 12 11 "Married" 2 "Retired" "Libra" 32500
48 12 30 "Female" 2 "Very Happy" 10 12 "Never Married" 6 "Parttime" "Virgo" 16941190
42 12 40 "Male" 4 "Pretty Happy" 12 12 "Never Married" 6 "Fulltime" "Taurus" 1e+05
21 12 23 "Female" 3 "Pretty Happy" 13 17 "Never Married" 2 "Parttime" "Sagittarius" 67500
38 17 40 "Male" 0 "Pretty Happy" 12 12 "Divorced" 4 "Fulltime" "Leo" 55000
69 12 3 "Male" 5 "Very Happy" 8 4 "Widowed" 8 "Retired" "Gemini" 18750
62 12 25 "Female" 4 "Pretty Happy" 12 14 "Divorced" 2 "Parttime" "Capricorn" 16250
36 13 30 "Male" 2 "Not Too Happy" 12 18 "Never Married" 6 "Parttime" "Sagittarius" 32500
40 12 38 "Male" 8 "Very Happy" 12 16 "Married" 2 "Fulltime" "Sagittarius" 37500
59 12 20 "Male" 3 "Pretty Happy" 8 8 "Never Married" 3 "Parttime" "Leo" 11250
34 20 48 "Male" 2 "Pretty Happy" 16 8 "Never Married" 3 "School" "Leo" 18750
30 16 45 "Male" 2 "Very Happy" 12 14 "Never Married" 0 "Fulltime" "Capricorn" 37500
48 14 20 "Female" 2 "Pretty Happy" 12 10 "Married" 4 "Parttime" "Gemini" 32500
40 14 45 "Male" 2 "Very Happy" 14 13 "Married" 1 "Fulltime" "Cancer" 45000
25 16 40 "Female" 2 "Pretty Happy" 15 17 "Never Married" 0 "Fulltime" "Gemini" 55000
43 9 40 "Female" 5 "Not Too Happy" 3 3 "Separated" 11 "Fulltime" "Libra" 11250
43 12 55 "Male" 1 "Very Happy" 8 8 "Married" 4 "Fulltime" "Pisces" 82500
63 13 46 "Male" 1 "Not Too Happy" 14 4 "Married" 2 "Fulltime" "Taurus" 21250
42 16 50 "Female" 3 "Pretty Happy" 14 20 "Divorced" 4 "Fulltime" "Aries" 37500
44 16 24 "Female" 4 "Not Too Happy" 15 20 "Never Married" 0 "Parttime" "Gemini" 9000
40 16 40 "Male" 2 "Pretty Happy" 16 16 "Married" 3 "Fulltime" "Gemini" 27500
38 14 20 "Male" 4 "Pretty Happy" 16 16 "Married" 8 "Housekeeping" "Capricorn" 37500
61 11 45 "Female" 4 "Pretty Happy" 10 10 "Married" 6 "Housekeeping" "Virgo" 23750
38 13 50 "Female" 2 "Pretty Happy" 3 12 "Married" 2 "Fulltime" "Virgo" 45000
70 17 76 "Male" 2 "Pretty Happy" 0 0 "Married" 0 "Retired" "Capricorn" 110000
34 14 50 "Male" 2 "Pretty Happy" 12 12 "Never Married" 0 "Fulltime" "Capricorn" 55000
46 13 65 "Male" 4 "Not Too Happy" 10 6 "Married" 3 "Fulltime" "Sagittarius" 23750
48 19 50 "Male" 3 "Pretty Happy" 10 3 "Married" 4 "Fulltime" "Aries" 32500
23 15 40 "Male" 3 "Very Happy" 14 16 "Never Married" 5 "Fulltime" "Sagittarius" 13750
30 16 50 "Male" 1 "Pretty Happy" 14 19 "Never Married" 2 "Fulltime" "Leo" 27500
24 13 32 "Male" 5 "Pretty Happy" 14 12 "Never Married" 2 "Housekeeping" "Cancer" 13750
50 16 60 "Male" 2 "Pretty Happy" 14 12 "Married" 0 "Fulltime" "Libra" 37500
32 18 42 "Female" 2 "Pretty Happy" 16 17 "Never Married" 1 "Fulltime" "Leo" 32500
48 12 40 "Male" 1 "Pretty Happy" 11 9 "Divorced" 6 "Fulltime" "Capricorn" 27500
38 18 45 "Male" 2 "Pretty Happy" 12 12 "Married" 5 "Fulltime" "Aquarius" 82500
66 11 36 "Female" 4 "Very Happy" 8 6 "Married" 3 "Housekeeping" "Aquarius" 32500
30 14 60 "Female" 1 "Very Happy" 12 5 "Divorced" 3 "Fulltime" "Sagittarius" 32500
47 14 30 "Female" 3 "Pretty Happy" 14 20 "Divorced" 3 "Parttime" "Aquarius" 18750
49 12 45 "Female" 1 "Pretty Happy" 11 10 "Divorced" 4 "Fulltime" "Aquarius" 32500
23 16 50 "Female" 2 "Pretty Happy" 16 18 "Never Married" 1 "Fulltime" "Gemini" 27500
27 14 40 "Female" 3 "Pretty Happy" 12 16 "Never Married" 2 "Fulltime" "Scorpio" 16250
34 16 60 "Male" 1 "Pretty Happy" 12 12 "Never Married" 3 "Fulltime" "Pisces" 45000
55 16 45 "Female" 1 "Pretty Happy" 8 10 "Never Married" 6 "Fulltime" "Taurus" 32500
25 15 40 "Male" 6 "Very Happy" 16 12 "Never Married" 2 "Fulltime" "Leo" 21250
41 16 80 "Female" 4 "Very Happy" 20 14 "Divorced" 2 "Fulltime" "Taurus" 55000
32 13 48 "Male" 2 "Pretty Happy" 12 14 "Married" 1 "Fulltime" "Taurus" 37500
60 16 40 "Male" 1 "Pretty Happy" 12 6 "Divorced" 0 "Fulltime" "Scorpio" 32500
50 12 40 "Female" 3 "Pretty Happy" 16 12 "Divorced" 3 "Fulltime" "Scorpio" 23750
58 20 60 "Male" 4 "Pretty Happy" 12 12 "Married" 2 "Fulltime" "Aquarius" 110000
43 10 40 "Male" 5 "Very Happy" 0 3 "Married" 6 "Fulltime" "Cancer" 45000
48 12 60 "Male" 1 "Pretty Happy" 12 12 "Married" 3 "Fulltime" "Pisces" 82500
42 10 89 "Male" 1 "Pretty Happy" 10 10 "Married" 6 "Fulltime" "Aquarius" 45000
38 12 41 "Male" 2 "Pretty Happy" 14 13 "Never Married" 5 "Fulltime" "Sagittarius" 27500
52 12 50 "Female" 2 "Very Happy" 12 11 "Married" 5 "Fulltime" "Capricorn" 1e+05
48 12 60 "Female" 3 "Pretty Happy" 11 11 "Married" 5 "Fulltime" "Leo" 45000
56 14 40 "Male" 3 "Pretty Happy" 12 10 "Married" 5 "Fulltime" "Virgo" 55000
32 16 44 "Male" 3 "Very Happy" 11 12 "Never Married" 6 "Fulltime" "Sagittarius" 55000
50 14 24 "Female" 2 "Pretty Happy" 12 12 "Married" 2 "Housekeeping" "Cancer" 110000
59 16 50 "Male" 2 "Pretty Happy" 14 16 "Married" 2 "Fulltime" "Aries" 110000
59 16 75 "Female" 1 "Very Happy" 16 16 "Married" 1 "Housekeeping" "Capricorn" 110000
24 12 33 "Female" 1 "Pretty Happy" 12 11 "Never Married" 3 "Housekeeping" "Taurus" 2000
29 13 55 "Female" 2 "Pretty Happy" 13 13 "Never Married" 1 "Fulltime" "Taurus" 32500
58 14 30 "Female" 3 "Pretty Happy" 9 12 "Married" 6 "Fulltime" "Pisces" 110000
27 17 65 "Female" 1 "Very Happy" 12 20 "Never Married" 3 "Fulltime" "Aries" 82500
56 16 58 "Male" 2 "Very Happy" 9 10 "Divorced" 2 "Fulltime" "Aries" 82500
32 9 16 "Female" 3 "Pretty Happy" 12 14 "Never Married" 2 "Parttime" "Leo" 18750
28 17 32 "Female" 2 "Pretty Happy" 12 13 "Married" 2 "Fulltime" "Virgo" 55000
40 13 25 "Male" 4 "Very Happy" 12 12 "Divorced" 5 "Fulltime" "Libra" 18750
31 9 38 "Male" 2 "Pretty Happy" 10 10 "Divorced" 6 "Fulltime" "Leo" 45000
25 13 40 "Male" 4 "Very Happy" 12 12 "Widowed" 2 "Fulltime" "Aquarius" 45000
49 14 38 "Male" 2 "Pretty Happy" 6 10 "Divorced" 3 "Retired" "Pisces" 32500
32 12 50 "Male" 12 "Not Too Happy" 9 9 "Separated" 1 "Fulltime" "Virgo" 21250
50 12 40 "Female" 3 "Not Too Happy" 12 12 "Widowed" 3 "Parttime" "Gemini" 32500
47 18 50 "Male" 2 "Very Happy" 12 14 "Married" 2 "Fulltime" "Libra" 110000
56 13 48 "Male" 2 "Pretty Happy" 12 12 "Married" 3 "Fulltime" "Cancer" 1e+05
42 16 40 "Female" 1 "Very Happy" 16 18 "Married" 5 "Fulltime" "Aries" 1e+05
59 14 34 "Male" 2 "Very Happy" 10 10 "Married" 3 "Retired" "Leo" 45000
26 14 65 "Male" 6 "Pretty Happy" 12 12 "Never Married" 1 "Fulltime" "Leo" 27500
29 14 40 "Female" 3 "Very Happy" 12 12 "Married" 3 "Fulltime" "Libra" 23750
51 13 20 "Female" 1 "Pretty Happy" 14 14 "Divorced" 2 "Fulltime" "Aquarius" 55000
47 13 43 "Male" 4 "Pretty Happy" 4 8 "Divorced" 6 "Fulltime" "Libra" 37500
44 15 11 "Female" 8 "Pretty Happy" 12 15 "Married" 10 "Housekeeping" "Aries" 82500
45 12 48 "Male" 1 "Pretty Happy" 12 13 "Married" 1 "Fulltime" "Capricorn" 2000
46 16 44 "Male" 3 "Pretty Happy" 12 14 "Divorced" 2 "Fulltime" "Scorpio" 23750
34 12 44 "Female" 3 "Pretty Happy" 12 12 "Married" 4 "Fulltime" "Capricorn" 55000
85 8 43 "Male" 6 "Pretty Happy" 5 5 "Never Married" 8 "Retired" "Leo" 11250
49 16 40 "Male" 5 "Very Happy" 10 8 "Separated" 3 "Fulltime" "Libra" 32500
28 12 40 "Female" 1 "Pretty Happy" 12 13 "Never Married" 4 "Fulltime" "Pisces" 13750
55 18 50 "Male" 3 "Pretty Happy" 12 13 "Never Married" 1 "Fulltime" "Scorpio" 18750
38 16 38 "Male" 2 "Not Too Happy" 16 14 "Divorced" 9 "Fulltime" "Taurus" 45000
44 18 45 "Male" 3 "Not Too Happy" 12 8 "Never Married" 1 "Fulltime" "Leo" 18750
27 16 51 "Male" 5 "Pretty Happy" 8 11 "Never Married" 1 "Fulltime" "Sagittarius" 37500
57 14 40 "Male" 4 "Pretty Happy" 12 11 "Married" 3 "Fulltime" "Cancer" 55000
54 16 40 "Female" 2 "Very Happy" 14 13 "Married" 3 "Fulltime" "Gemini" 82500
49 16 65 "Female" 2 "Pretty Happy" 10 20 "Married" 2 "Fulltime" "Cancer" 82500
66 17 37 "Female" 1 "Very Happy" 9 9 "Divorced" 1 "Parttime" "Virgo" 37500
62 12 64 "Male" 3 "Pretty Happy" 12 12 "Married" 0 "Fulltime" "Gemini" 1e+05
42 12 30 "Female" 3 "Pretty Happy" 12 12 "Married" 2 "Fulltime" "Cancer" 45000
37 14 60 "Male" 2 "Pretty Happy" 12 12 "Married" 3 "Fulltime" "Leo" 55000
40 13 40 "Female" 4 "Pretty Happy" 5 5 "Separated" 5 "Fulltime" "Libra" 11250
44 14 80 "Male" 4 "Very Happy" 0 12 "Divorced" 5 "Fulltime" "Aries" 11250
39 14 38 "Female" 1 "Pretty Happy" 12 12 "Divorced" 4 "Laid Off" "Cancer" 27500
38 16 40 "Male" 0 "Very Happy" 12 12 "Married" 1 "Fulltime" "Gemini" 110000
26 18 60 "Male" 2 "Pretty Happy" 18 12 "Never Married" 1 "Fulltime" "Taurus" 45000
54 12 32 "Female" 1 "Very Happy" 12 12 "Married" 4 "Fulltime" "Taurus" 55000
47 20 40 "Female" 1 "Pretty Happy" 16 18 "Married" 1 "Fulltime" "Virgo" 82500
22 14 30 "Male" 0 "Not Too Happy" 12 16 "Never Married" 0 "School" "Virgo" 11250
23 16 45 "Male" 3 "Pretty Happy" 18 15 "Never Married" 0 "Fulltime" "Aquarius" 45000
23 11 53 "Female" 0 "Pretty Happy" 12 12 "Never Married" 3 "Fulltime" "Virgo" 9000
51 12 45 "Male" 4 "Very Happy" 12 11 "Married" 3 "Fulltime" "Virgo" 1e+05
43 14 45 "Female" 2 "Pretty Happy" 12 12 "Married" 1 "Fulltime" "Taurus" 67500
47 16 50 "Male" 1 "Very Happy" 11 9 "Married" 3 "Fulltime" "Pisces" 67500
43 17 40 "Female" 1 "Pretty Happy" 11 12 "Divorced" 5 "Fulltime" "Scorpio" 55000
32 13 45 "Male" 1 "Very Happy" 12 12 "Never Married" 4 "Fulltime" "Aquarius" 32500
77 12 31 "Female" 2 "Pretty Happy" 3 3 "Widowed" 16 "Housekeeping" "Sagittarius" 11250
30 14 40 "Male" 2 "Pretty Happy" 14 12 "Never Married" 3 "Fulltime" "Scorpio" 32500
45 12 40 "Female" 4 "Pretty Happy" 6 8 "Married" 1 "Fulltime" "Scorpio" 55000
36 14 55 "Male" 2 "Very Happy" 12 10 "Never Married" 7 "Fulltime" "Gemini" 82500
43 12 39 "Female" 1 "Not Too Happy" 8 6 "Divorced" 2 "Fulltime" "Cancer" 18750
28 12 20 "Male" 5 "Pretty Happy" 10 13 "Never Married" 2 "Parttime" "Aries" 21250
48 10 40 "Male" 2 "Pretty Happy" 9 10 "Divorced" 7 "Fulltime" "Cancer" 239841
50 11 40 "Female" 3 "Pretty Happy" 12 14 "Never Married" 9 "Fulltime" "Gemini" 37500
45 11 20 "Female" 4 "Pretty Happy" 6 10 "Never Married" 3 "Parttime" "Aquarius" 21250
56 13 38 "Female" 4 "Pretty Happy" 6 6 "Never Married" 10 "Fulltime" "Cancer" 13750
35 17 40 "Male" 3 "Pretty Happy" 12 14 "Never Married" 5 "Fulltime" "Gemini" 45000
51 14 40 "Male" 3 "Not Too Happy" 12 8 "Divorced" 3 "Fulltime" "Sagittarius" 67500
38 19 70 "Female" 1 "Very Happy" 14 20 "Never Married" 4 "Fulltime" "Libra" 45000
43 15 20 "Female" 1 "Pretty Happy" 12 8 "Divorced" 3 "Parttime" "Libra" 11250
34 13 40 "Female" 2 "Very Happy" 12 14 "Married" 1 "Fulltime" "Cancer" 45000
35 16 44 "Female" 2 "Very Happy" 12 12 "Married" 2 "Fulltime" "Sagittarius" 67500
43 16 39 "Male" 2 "Pretty Happy" 10 15 "Married" 3 "Laid Off" "Pisces" 67500
43 13 40 "Female" 2 "Pretty Happy" 16 18 "Never Married" 3 "Fulltime" "Scorpio" 45000
32 14 34 "Male" 2 "Pretty Happy" 12 12 "Divorced" 2 "Parttime" "Aries" 37500
